timestamp;pid;ppid;nome_processo;status;cpu_porcentagem;ram_porcentagem;total_threads;tempo_execucao;throughput_mbs;throughput_gbs
2025-11-10 19:34:36;924;1316;svchost.exe;running;0.0;0.006428526639656316;3;1762809327.2926686;0.0;0.0
2025-11-10 19:34:36;940;1316;svchost.exe;running;0.0;0.006270448115730342;6;1762809324.5760162;0.0;0.0
2025-11-10 19:35:00;4772;11984;brave.exe;running;657.1;10.39550719757866;24;1762803657.8341112;0.0;0.0
2025-11-10 19:35:00;20264;8920;python.exe;running;363.1;0.4777132993042964;12;1762813603.3040936;0.0;0.0
2025-11-10 19:35:00;3180;11984;brave.exe;running;342.6;3.4883714803157986;48;1762778200.8033037;0.0;0.0
2025-11-10 19:35:00;0;0;System Idle Process;running;0.0;0.00010538568261731667;24;0.0;0.0;0.0
2025-11-10 19:35:00;548;12476;Docker Desktop.exe;running;0.0;0.4160626749731662;40;1762811237.957982;0.0;0.0
2025-11-10 19:35:00;612;816;csrss.exe;running;0.0;0.009010475863780575;14;1762777914.6563156;0.0;0.0
2025-11-10 19:35:00;636;4;smss.exe;running;0.0;5.2692841308658335e-05;2;1762777909.4706242;0.0;0.0
2025-11-10 19:35:00;780;12784;msedgewebview2.exe;running;0.0;0.007482383465829483;22;1762778050.0024676;0.0;0.0
2025-11-10 19:35:00;924;1316;svchost.exe;running;0.0;0.006375833798347658;3;1762809327.2926686;0.0;0.0
2025-11-10 19:35:00;940;1316;svchost.exe;running;0.0;0.006270448115730342;6;1762809324.5760162;0.0;0.0
2025-11-10 19:35:26;0;0;System Idle Process;running;400.4;0.00010538568261731667;24;0.0;0.0;0.0
2025-11-10 19:35:26;20264;8920;python.exe;running;375.7;0.482244883656841;11;1762813603.3040936;0.0;0.0
2025-11-10 19:35:26;4;0;System;running;0.0;0.0044261986699272995;305;0.0;0.0;0.0
2025-11-10 19:35:26;184;4;Registry;running;0.0;0.04621162182769336;4;1762777907.5377195;0.0;0.0
2025-11-10 19:35:26;548;12476;Docker Desktop.exe;running;0.0;0.41247956176417744;40;1762811237.957982;0.0;0.0
2025-11-10 19:35:26;612;816;csrss.exe;running;0.0;0.011381653722670198;14;1762777914.6563156;0.0;0.0
2025-11-10 19:35:26;140;4;;stopped;0.0;0.4401959962925317;0;1762777907.5327773;0.0;0.0
2025-11-10 19:35:26;780;12784;msedgewebview2.exe;running;0.0;1.9747696137245883;22;1762778050.0024676;0.0;0.0
2025-11-10 19:35:26;924;1316;svchost.exe;running;0.0;0.006375833798347658;3;1762809327.2926686;0.0;0.0
2025-11-10 19:35:26;940;1316;svchost.exe;running;0.0;0.006323140957038999;6;1762809324.5760162;0.0;0.0
2025-11-10 19:35:50;0;0;System Idle Process;running;0.0;0.00010538568261731667;24;0.0;0.0;0.0
2025-11-10 19:35:50;4;0;System;running;0.0;0.005796212543952416;305;0.0;0.0;0.0
2025-11-10 19:35:50;140;4;;stopped;0.0;0.4401959962925317;0;1762777907.5327773;0.0;0.0
2025-11-10 19:35:50;184;4;Registry;running;0.0;0.04621162182769336;4;1762777907.5377195;0.0;0.0
2025-11-10 19:35:50;548;12476;Docker Desktop.exe;running;0.0;0.4435683381362858;41;1762811237.957982;0.0;0.0
2025-11-10 19:35:50;612;816;csrss.exe;running;0.0;0.011381653722670198;14;1762777914.6563156;0.0;0.0
2025-11-10 19:35:50;636;4;smss.exe;running;0.0;5.2692841308658335e-05;2;1762777909.4706242;0.0;0.0
2025-11-10 19:35:50;780;12784;msedgewebview2.exe;running;0.0;0.0;22;1762778050.0024676;0.0;0.0
2025-11-10 19:35:50;924;1316;svchost.exe;running;0.0;0.006375833798347658;3;1762809327.2926686;0.0;0.0
